User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Yunits,Func_group,Genus,Species,Native_Status,Amount_warmed_C,Amount_warmed_type,Years_warmed,Latitude,Longitude,Max_lat_of_species,Year_round_warm,Site,Tissue_Type,Lichen_Moss_Type,Warmed_Mean,Warmed_Var,Warmed_N,Ambient_Mean,Ambient_Var,Ambient_N,Notes,Comments,To_Remove
KD,6,Xu_2009_PlantSpeciesBiol,2005,Pub6_Tbl3,Fruit_num,mean_SD,count,Decid_Shrub,Lonicera,hispida,Native,2.9,GrowingSeason_average,2,32.98333,104.0167,51.25,Yes,,,,10.5,3.4,32,11.6,3,35,,,
FS,6,Xu_2009_PlantSpeciesBiol,2005,Pub6_Fig2,Phen_flwr_lifespan,mean_SD,days,Decid_Shrub,Lonicera,hispida,Native,2.9,GrowingSeason_average,2,32.98333,104.0167,51.25,Yes,,,,27.469,3.58,32,26.296,2.222,35,,n from table 3,
FS,6,Xu_2009_PlantSpeciesBiol,2005,Pub6_Fig2,Phen_flwr_lifespan,mean_SD,days,Ever_Shrub,Daphne,retusa,Native,2.9,GrowingSeason_average,2,32.98333,104.0167,36.85,Yes,,,,30.802,2.716,28,29.136,2.346,31,,,
FS,6,Xu_2009_PlantSpeciesBiol,2005,Pub6_Fig2,Phen_flwr_lifespan,mean_SD,days,Decid_Shrub,Dasiphora,fruticosa,Native,2.9,GrowingSeason_average,2,32.98333,104.0167,69.39139,Yes,,,,23.642,2.84,33,19.753,2.778,30,,,
FS,6,Xu_2009_PlantSpeciesBiol,2005,Pub6_Fig2,Phen_flwr_lifespan,mean_SD,days,Decid_Shrub,Spiraea,mongolica,Native,2.9,GrowingSeason_average,2,32.98333,104.0167,,Yes,,,,27.963,2.778,31,23.827,2.778,35,,,
EP,7,Xu_2015_SoilBiolBiochem,2007,Pub7_Tbl2,Biomass_above,mean_SE,g/m^2,Decid_Tree,Abies,fargesii,Native,,,4,33.03333,104.1667,36.0759,Yes,3000_m,Total,,986,30.9,6,974.7,44.2,6,6 plots,n from table,
EP,7,Xu_2015_SoilBiolBiochem,2007,Pub7_Tbl2,Biomass_above,mean_SE,g/m^2,Decid_Tree,Abies,fargesii,Native,,,4,33.03333,104.1667,36.0759,Yes,3500_m,Total,,1192.6,65.1,6,808.6,32.5,6,,,
JA,8,Wada_2002_EnvironRes,1995,Pub8_Fig2,Shoot_length,mean_SE,mm/year,Ever_Shrub,Empetrum,nigrum,Native,1.5,GrowingSeason_average,2.17,36.5616,137.6081,80.78333,Yes,Site_E,,,163.71,37.097,10,44.355,5.645,10,No. shoots per treatment,n from figure legend,
JA,8,Wada_2002_EnvironRes,1995,Pub8_Fig2,Shoot_length,mean_SE,mm/year,Ever_Shrub,Kalmia,procumbens,Native,1.5,GrowingSeason_average,2.17,36.5616,137.6081,73.72,Yes,Site_E,,,37.097,3.226,10,22.581,2.491,10,,,
JA,8,Wada_2002_EnvironRes,1995,Pub8_Fig2,Shoot_length,mean_SE,mm/year,Ever_Shrub,Empetrum,nigrum,Native,1.8,GrowingSeason_average,2.17,36.5616,137.6081,80.78333,Yes,Site_F,,,57.031,8.954,10,35.547,8.594,10,,,
JA,8,Wada_2002_EnvironRes,1995,Pub8_Fig2,Shoot_length,mean_SE,mm/year,Ever_Shrub,Kalmia,procumbens,Native,1.8,GrowingSeason_average,2.17,36.5616,137.6081,73.72,Yes,Site_F,,,28.125,3.125,10,27.734,2.604,10,,,
KD,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Empetrum,nigrum,Native,1.5,GrowingSeason_average,2.17,36.5616,137.6081,80.78333,Yes,Site_E,Leaf,,138.542,91.146,10,37.5,5.208,10,,,
KD,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Kalmia,procumbens,Native,1.5,GrowingSeason_average,2.17,36.5616,137.6081,73.72,Yes,Site_E,Leaf,,25.521,3.125,10,17.708,4.688,10,,,
KD,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Empetrum,nigrum,Native,1.8,GrowingSeason_average,2.17,36.5616,137.6081,80.78333,Yes,Site_F,Leaf,,30.412,4.124,10,31.959,4.639,10,,,
KD,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Kalmia,procumbens,Native,1.8,GrowingSeason_average,2.17,36.5616,137.6081,73.72,Yes,Site_F,Leaf,,12.887,2.577,10,21.649,3.608,10,,,
KD,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Empetrum,nigrum,Native,1.5,GrowingSeason_average,2.17,36.5616,137.6081,80.78333,Yes,Site_E,Stem,,56.724,15.862,10,13.103,2.241,10,,,
KD,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Kalmia,procumbens,Native,1.5,GrowingSeason_average,2.17,36.5616,137.6081,73.72,Yes,Site_E,Stem,,10.69,1.379,10,4.655,1.207,10,,,
KD,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Empetrum,nigrum,Native,1.8,GrowingSeason_average,2.17,36.5616,137.6081,80.78333,Yes,Site_F,Stem,,11.525,1.356,10,10.169,1.017,10,,,
KD,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Kalmia,procumbens,Native,1.8,GrowingSeason_average,2.17,36.5616,137.6081,73.72,Yes,Site_F,Stem,,3.898,1.356,10,6.102,1.017,10,,,
JA,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Empetrum,nigrum,Native,1.5,GrowingSeason_average,2.17,36.5616,137.6081,80.78333,Yes,Site_E,Total,,193.651,40.625,10,48.438,9.375,10,,,
JA,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Kalmia,procumbens,Native,1.5,GrowingSeason_average,2.17,36.5616,137.6081,73.72,Yes,Site_E,Total,,35.375,2.344,10,21.094,3.297,10,,,
JA,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Empetrum,nigrum,Native,1.8,GrowingSeason_average,2.17,36.5616,137.6081,80.78333,Yes,Site_F,Total,,40.769,4.615,10,38.462,3.077,10,,,
JA,8,Wada_2002_EnvironRes,1995,Pub8_Fig3,Biomass_above,mean_SE,mg,Ever_Shrub,Kalmia,procumbens,Native,1.8,GrowingSeason_average,2.17,36.5616,137.6081,73.72,Yes,Site_F,Total,,15.385,3.846,10,26.538,2.692,10,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Graminoid,,,,0.5,GrowingSeason_average,11.25,68.35,18.81667,,No,,,,27.2,2.6,6,27.3,2.3,6,6 plots of each treatment,n from table,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,,,,0.5,GrowingSeason_average,11.25,68.35,18.81667,,No,,,,28.7,3.7,6,18.1,1.9,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,,,,0.5,GrowingSeason_average,11.25,68.35,18.81667,,No,,,,49.1,2.6,6,45,3.2,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Forb,,,,0.5,GrowingSeason_average,11.25,68.35,18.81667,,No,,,,13.7,4.4,6,5.2,0.5,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Pteridophyte,,,,0.5,GrowingSeason_average,11.25,68.35,18.81667,,No,,,,2.8,0.6,6,2.3,0.4,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Total,,,,0.5,GrowingSeason_average,11.25,68.35,18.81667,,No,,,,121.4,5.6,6,97.9,2.6,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Moss,,,,0.5,GrowingSeason_average,11.25,68.35,18.81667,,No,,,,26.5,3.7,6,18,3.3,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,0.5,GrowingSeason_average,11.25,68.35,18.81667,,No,,,,6.6,1.2,6,9.2,1.3,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Graminoid,,,,0.5,GrowingSeason_average,13.25,68.35,18.81667,,No,,,,24.7,3,6,23.6,2.5,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,,,,0.5,GrowingSeason_average,13.25,68.35,18.81667,,No,,,,32.7,6.4,6,26.2,2.2,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,,,,0.5,GrowingSeason_average,13.25,68.35,18.81667,,No,,,,57.2,4.3,6,47,4.7,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Forb,,,,0.5,GrowingSeason_average,13.25,68.35,18.81667,,No,,,,14.5,3.9,6,5.4,0.6,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Pteridophyte,,,,0.5,GrowingSeason_average,13.25,68.35,18.81667,,No,,,,6.3,1.5,6,4.6,1.2,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Total,,,,0.5,GrowingSeason_average,13.25,68.35,18.81667,,No,,,,135.3,9.4,6,106.8,6.1,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Moss,,,,0.5,GrowingSeason_average,13.25,68.35,18.81667,,No,,,,10.3,2,6,8.3,2.1,6,,,
EP,9,Valolahti_2015_GlobChangBiol,1999,Pub9_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,0.5,GrowingSeason_average,13.25,68.35,18.81667,,No,,,,3.5,1.2,6,7.5,2.1,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig6,SLA,mean_SD,cm^2/mg,Decid_Shrub,Arctous,alpina,Native,1.3,GrowingSeason_average,0.92,43.55,142.8833,71.53611,Yes,,,,0.089,0.007,6,0.087,0.008,6,No. shoots per treatment,n from figure legend,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig6,SLA,mean_SD,cm^2/mg,Decid_Shrub,Arctous,alpina,Native,1.3,GrowingSeason_average,1,43.55,142.8833,71.53611,Yes,,,,0.098,0.006,6,0.094,0.011,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig6,SLA,mean_SD,cm^2/mg,Decid_Shrub,Vaccinium,uliginosum,Native,1.3,GrowingSeason_average,0.92,43.55,142.8833,83.16667,Yes,,,,0.123,0.014,6,0.114,0.012,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig6,SLA,mean_SD,cm^2/mg,Decid_Shrub,Vaccinium,uliginosum,Native,1.3,GrowingSeason_average,1,43.55,142.8833,83.16667,Yes,,,,0.118,0.015,6,0.112,0.01,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig6,Nitrogen_above,mean_SD,percent,Decid_Shrub,Arctous,alpina,Native,1.3,GrowingSeason_average,0.92,43.55,142.8833,71.53611,Yes,,Leaf,,1.131,0.154,6,1.269,0.092,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig6,Nitrogen_above,mean_SD,percent,Decid_Shrub,Arctous,alpina,Native,1.3,GrowingSeason_average,1,43.55,142.8833,71.53611,Yes,,Leaf,,0.244,0.051,6,0.403,0.04,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig6,Nitrogen_above,mean_SD,percent,Decid_Shrub,Vaccinium,uliginosum,Native,1.3,GrowingSeason_average,0.92,43.55,142.8833,83.16667,Yes,,Leaf,,1.46,0.034,6,1.284,0.205,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig6,Nitrogen_above,mean_SD,percent,Decid_Shrub,Vaccinium,uliginosum,Native,1.3,GrowingSeason_average,1,43.55,142.8833,83.16667,Yes,,Leaf,,0.954,0.123,6,0.8,0.223,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig7,SLA,mean_SD,cm^2/mg,Ever_Shrub,Vaccinium,vitis-idaea,Native,1.3,GrowingSeason_average,1,43.55,142.8833,76.83,Yes,,,,0.072,0.006,12,0.073,0.008,12,No. shoots per treatment,n from figure,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig7,SLA,mean_SD,cm^2/mg,Ever_Shrub,Vaccinium,vitis-idaea,Native,1.3,GrowingSeason_average,1.083,43.55,142.8833,76.83,Yes,,,,0.067,0.005,6,0.061,0.006,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig7,SLA,mean_SD,cm^2/mg,Ever_Shrub,Rhododendron,tomentosum,Native,1.3,GrowingSeason_average,1,43.55,142.8833,75.37013,Yes,,,,0.064,0.004,6,0.073,0.006,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig7,SLA,mean_SD,cm^2/mg,Ever_Shrub,Rhododendron,tomentosum,Native,1.3,GrowingSeason_average,1.083,43.55,142.8833,75.37013,Yes,,,,0.066,0.006,6,0.067,0.005,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig7,SLA,mean_SD,cm^2/mg,Ever_Shrub,Empetrum,nigrum,Native,1.3,GrowingSeason_average,1,43.55,142.8833,80.78333,Yes,,,,0.09,0.012,12,0.085,0.012,12,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig7,Nitrogen_above,mean_SD,percent,Ever_Shrub,Vaccinium,vitis-idaea,Native,1.3,GrowingSeason_average,1,43.55,142.8833,76.83,Yes,,Leaf,,0.973,0.027,12,1.14,0.212,12,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig7,Nitrogen_above,mean_SD,percent,Ever_Shrub,Vaccinium,vitis-idaea,Native,1.3,GrowingSeason_average,1.083,43.55,142.8833,76.83,Yes,,Leaf,,0.78,0.095,6,0.716,0.149,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig7,Nitrogen_above,mean_SD,percent,Ever_Shrub,Rhododendron,tomentosum,Native,1.3,GrowingSeason_average,1,43.55,142.8833,75.37013,Yes,,Leaf,,1.345,0.143,6,1.524,0.077,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig7,Nitrogen_above,mean_SD,percent,Ever_Shrub,Rhododendron,tomentosum,Native,1.3,GrowingSeason_average,1.083,43.55,142.8833,75.37013,Yes,,Leaf,,1.036,0.107,6,1.125,0.131,6,,,
JA,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig7,Nitrogen_above,mean_SD,percent,Ever_Shrub,Empetrum,nigrum,Native,1.3,GrowingSeason_average,1,43.55,142.8833,80.78333,Yes,,Leaf,,1.089,0.185,12,1.327,0.196,12,,,
KD,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig3,Phen_leaf_lifespan,mean_SD,days,Decid_Shrub,Arctous,alpina,Native,1.3,GrowingSeason_average,1,43.55,142.8833,71.53611,Yes,,Reproductive,,81.667,11.111,26,74.444,11.667,26,No. shoots per treatment,n from figure,
KD,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig3,Phen_leaf_lifespan,mean_SD,days,Decid_Shrub,Vaccinium,uliginosum,Native,1.3,GrowingSeason_average,1,43.55,142.8833,83.16667,Yes,,Reproductive,,90.556,11.111,19,73.333,8.889,27,,,
KD,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig3,Phen_leaf_lifespan,mean_SD,days,Decid_Shrub,Arctous,alpina,Native,1.3,GrowingSeason_average,1,43.55,142.8833,71.53611,Yes,,Vegetative,,86.667,19.444,13,83.333,7.222,13,,,
KD,10,Suzuki_1997_GlobChangBiol,1994,Pub10_Fig3,Phen_leaf_lifespan,mean_SD,days,Decid_Shrub,Vaccinium,uliginosum,Native,1.3,GrowingSeason_average,1,43.55,142.8833,83.16667,Yes,,Vegetative,,85.556,13.333,17,70,12.22,9,,,
JA,11,Suzuki_2014_PlantEcol,2010,Pub11_Fig3,Biomass_above,mean_SD,g/m^2,Total,,,,1.37,Entire_average,0.83,36.51667,138.35,,Yes,,Total,,1060.345,250,5,784.483,353.448,5,5 plots per treatment,n determined from text,
JA,11,Suzuki_2014_PlantEcol,2010,Pub11_Fig3,Biomass_above,mean_SD,g/0.2m^2,Total,,,,1.37,Entire_average,1.83,36.51667,138.35,,Yes,,Total,,225.862,41.379,5,172.414,103.448,5,,,
JA,11,Suzuki_2014_PlantEcol,2010,Pub11_Fig3,Biomass_above,mean_SD,g/0.2m^2,Total,,,,1.37,Entire_average,2.83,36.51667,138.35,,Yes,,Total,,200,79.31,5,167.241,56.897,5,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Forb,Artemisia,pubescens,Native,2.2,GrowingSeason_average,1,51.02342,100.76,46.38583,No,,,,39.197,10,8,32.917,7.083,8,8 plots per treatment,n determined from text,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Forb,Artemisia,pubescens,Native,2.2,GrowingSeason_average,2,51.02342,100.76,46.38583,No,,,,7.02,3.265,8,1.714,2.449,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Forb,Eremogone,capillaris,Native,2.2,GrowingSeason_average,1,51.02342,100.76,69.63333,No,,,,6.385,2.923,8,6.231,3.077,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Forb,Eremogone,capillaris,Native,2.2,GrowingSeason_average,2,51.02342,100.76,69.63333,No,,,,2.037,0.185,8,5.259,0.259,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Forb,Aster,alpinus,Native,2.2,GrowingSeason_average,1,51.02342,100.76,72.5722,No,,,,0.807,0.477,8,1.955,0.318,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Forb,Aster,alpinus,Native,2.2,GrowingSeason_average,2,51.02342,100.76,72.5722,No,,,,1,0.078,8,0.432,0.056,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Forb,Potentilla,sericea,Native,2.2,GrowingSeason_average,1,51.02342,100.76,60.31759,No,,,,3.667,1.741,8,5.852,2.333,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Forb,Potentilla,sericea,Native,2.2,GrowingSeason_average,2,51.02342,100.76,60.31759,No,,,,0.982,0.218,8,1.418,0.218,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Graminoid,Festuca,lenensis,Native,2.2,GrowingSeason_average,1,51.02342,100.76,73.22184,No,,,,20.811,2.703,8,47.568,13.764,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Graminoid,Festuca,lenensis,Native,2.2,GrowingSeason_average,2,51.02342,100.76,73.22184,No,,,,1.818,1.299,8,3.117,1.818,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Graminoid,Koeleria,macrantha,Native,2.2,GrowingSeason_average,1,51.02342,100.76,63,No,,,,6,1.642,8,4.923,1.308,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Graminoid,Koeleria,macrantha,Native,2.2,GrowingSeason_average,2,51.02342,100.76,63,No,,,,1.691,0.441,8,1.324,0.441,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Graminoid,Anthoxanthum,nitens,Native,2.2,GrowingSeason_average,1,51.02342,100.76,71.92019,No,,,,2.453,1.189,8,2.943,2.151,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Graminoid,Anthoxanthum,nitens,Native,2.2,GrowingSeason_average,2,51.02342,100.76,71.92019,No,,,,0.074,0.074,8,0.37,0.074,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Graminoid,Helictochloa,hookeri,Native,2.2,GrowingSeason_average,1,51.02342,100.76,70.83333,No,,,,5.518,1.045,8,7.955,1.955,8,,,
JA,12,Spence_2014_Oecologia,2009,Pub12_Fig3,Flower_num,mean_SE,count,Graminoid,Helictochloa,hookeri,Native,2.2,GrowingSeason_average,2,51.02342,100.76,70.83333,No,,,,3.955,0.636,8,3.773,0.727,8,,,
JA,16,Rinnan_2009_JEcol,1994,Pub16_Fig1,Perc_cover,mean_SE,percent,Decid_Shrub,Vaccinium,myrtillus,Native,1.2,GrowingSeason_average,9,69.5,20.83333,71.15367,Yes,,,,68,4.25,5,48.25,4.25,5,5 plots per treatment,n from figure legend,
JA,16,Rinnan_2009_JEcol,1994,Pub16_Fig1,Perc_cover,mean_SE,percent,Decid_Shrub,Vaccinium,myrtillus,Native,1.2,GrowingSeason_average,13,69.5,20.83333,71.15367,Yes,,,,56.75,7.5,5,36.25,4.5,5,,,
JA,16,Rinnan_2009_JEcol,1994,Pub16_Fig1,Perc_cover,mean_SE,percent,Shrub,,,,1.2,GrowingSeason_average,9,69.5,20.83333,,Yes,,,,20.5,5,5,26.25,6.5,5,,,
JA,16,Rinnan_2009_JEcol,1994,Pub16_Fig1,Perc_cover,mean_SE,percent,Shrub,,,,1.2,GrowingSeason_average,13,69.5,20.83333,,Yes,,,,28,5,5,31.7,4,5,,,
JA,16,Rinnan_2009_JEcol,1994,Pub16_Fig1,Perc_cover,mean_SE,percent,Graminoid_Forb,,,,1.2,GrowingSeason_average,9,69.5,20.83333,,Yes,,,,6.335,1.998,5,3.975,0.87,5,,,
JA,16,Rinnan_2009_JEcol,1994,Pub16_Fig1,Perc_cover,mean_SE,percent,Graminoid_Forb,,,,1.2,GrowingSeason_average,13,69.5,20.83333,,Yes,,,,15.404,3.727,5,10.932,3.602,5,,,
JA,16,Rinnan_2009_JEcol,1994,Pub16_Fig1,Perc_cover,mean_SE,percent,Moss_Lichen,,,,1.2,GrowingSeason_average,9,69.5,20.83333,,Yes,,,,30.062,7.205,5,37.019,5.963,5,,,
JA,16,Rinnan_2009_JEcol,1994,Pub16_Fig1,Perc_cover,mean_SE,percent,Moss_Lichen,,,,1.2,GrowingSeason_average,13,69.5,20.83333,,Yes,,,,43.727,7.578,5,56.149,2.609,5,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Total,,,,1,GrowingSeason_average,0.33,63.88306,-149.2089,,No,,Total,,542,26.75,12,520,21.25,12,12 plots per treatment,n determined from text,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Total,,,,1,GrowingSeason_average,1.33,63.88306,-149.2089,,No,,Total,,560.25,36.25,12,557.5,21.25,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Decid_Shrub,,,,1,GrowingSeason_average,0.33,63.88306,-149.2089,,No,,Total,,118.651,9.921,12,102.778,5.159,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Ever_Shrub,,,,1,GrowingSeason_average,0.33,63.88306,-149.2089,,No,,Total,,141.25,16.875,12,174.375,15.625,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Graminoid,,,,1,GrowingSeason_average,0.33,63.88306,-149.2089,,No,,Total,,169.375,36.625,12,136.25,16.625,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Moss,,,,1,GrowingSeason_average,0.33,63.88306,-149.2089,,No,,Total,,71.429,8.333,12,69.048,2.778,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Lichen,,,,1,GrowingSeason_average,0.33,63.88306,-149.2089,,No,,Total,,41.27,9.921,12,51.19,10.714,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Decid_Shrub,,,,1,GrowingSeason_average,1.33,63.88306,-149.2089,,No,,Total,,125,11.905,12,113.095,5.952,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Ever_Shrub,,,,1,GrowingSeason_average,1.33,63.88306,-149.2089,,No,,Total,,158.333,10.119,12,153.571,17.857,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Graminoid,,,,1,GrowingSeason_average,1.33,63.88306,-149.2089,,No,,Total,,154.167,33.333,12,146.429,15.476,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Moss,,,,1,GrowingSeason_average,1.33,63.88306,-149.2089,,No,,Total,,71.429,8.929,12,73.214,3.571,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig1,Biomass_above,mean_SE,g/m^2,Lichen,,,,1,GrowingSeason_average,1.33,63.88306,-149.2089,,No,,Total,,49.405,10.714,12,67.857,18.452,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig2,Nitrogen_above,mean_SE,g/m^2,Total,,,,1,GrowingSeason_average,0.17,63.88306,-149.2089,,No,,Leaf,,2.654,0.298,12,2.365,0.221,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig2,Nitrogen_above,mean_SE,g/m^2,Total,,,,1,GrowingSeason_average,1.17,63.88306,-149.2089,,No,,Leaf,,2.692,0.375,12,2.702,0.212,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig3,Phen_leaf_appear,mean_SE,julian_date,Decid_Shrub,Betula,nana,Non_Native,1,GrowingSeason_average,1.33,63.88306,-149.2089,78.2487,No,,,,142.75,0.583,12,145.333,0.667,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig3,Phen_leaf_appear,mean_SE,julian_date,Graminoid,Carex,bigelowii,Native,1,GrowingSeason_average,1.33,63.88306,-149.2089,81.83394,No,,,,144.667,0.583,12,145.444,0.889,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig3,Phen_leaf_appear,mean_SE,julian_date,Decid_Shrub,Vaccinium,uliginosum,Native,1,GrowingSeason_average,1.33,63.88306,-149.2089,83.16667,No,,,,143.056,0.119,12,144.333,1.167,12,,,
JA,17,Natali_2012_JEcol,2008,Pub17_Fig3,Phen_senes,mean_SE,julian_date,Decid_Shrub,Betula,nana,Non_Native,1,GrowingSeason_average,1.33,63.88306,-149.2089,78.2487,No,,,,255.726,1.613,12,255.081,1.694,12,,,
