"User","Pub_number","Pub_info","Study_year_start","File_name","Var_type","Var_type_broad","Value_error","Yunits","Func_group","Func_group_broad","Family","Genus","Species","Genus_Species","Native_Status","Amount_warmed_C","Amount_warmed_type","Years_warmed","Year_round_warm","Latitude","Longitude","Max_lat_of_species","Lat_difference","Site","Tissue_Type","Tissue_Type_broad","Lichen_Moss_Type","Warmed_Mean","Warmed_SD","Warmed_N","Ambient_Mean","Ambient_SD","Ambient_N","Elevation_m","Mean_annual_temp","Mean_annual_precip","Abs_Latitude","yi","vi"
"EP",7,"Xu_2015_SoilBiolBiochem",2007,"Pub7_Tbl2","Biomass_above","Biomass_above","mean_SD","g/m^2","Decid_Tree","Tree","Pinaceae","Abies","fargesii","Abies_fargesii","Native",NA,"",4,"Yes",33.03333,104.1667,36.0759,3.04257,"3000_m","Total","Total","",986,75.6892330520002,6,974.7,108.267446631016,6,2644,6.93812494476636,57.5,33.03333,0.111626935410387,0.33385252386288
"EP",7,"Xu_2015_SoilBiolBiochem",2007,"Pub7_Tbl2","Biomass_above","Biomass_above","mean_SD","g/m^2","Decid_Tree","Tree","Pinaceae","Abies","fargesii","Abies_fargesii","Native",NA,"",4,"Yes",33.03333,104.1667,36.0759,3.04257,"3500_m","Total","Total","",1192.6,159.461782255185,6,808.6,79.6084166404533,6,2644,6.93812494476636,57.5,33.03333,2.81157679970238,0.662706837526029
"JA",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig2","Shoot_length","Growth","mean_SD","mm/year","Ever_Shrub","Shrub","Ericaceae","Empetrum","nigrum","Empetrum_nigrum","Native",1.5,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,80.78333,44.22173,"Site_E","","","",163.71,117.311014359266,10,44.355,17.8510573916505,10,2368,3.8792082319657,156.916666666667,36.5616,1.36223250668991,0.246391935057067
"JA",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig2","Shoot_length","Growth","mean_SD","mm/year","Ever_Shrub","Shrub","Ericaceae","Kalmia","procumbens","Kalmia_procumbens","Native",1.5,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,73.72,37.1584,"Site_E","","","",37.097,10.2015077317032,10,22.581,7.87723365147943,10,2368,3.8792082319657,156.916666666667,36.5616,1.52529601824708,0.25816319858201
"JA",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig2","Shoot_length","Growth","mean_SD","mm/year","Ever_Shrub","Shrub","Ericaceae","Empetrum","nigrum","Empetrum_nigrum","Native",1.8,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,80.78333,44.22173,"Site_F","","","",57.031,28.3150341691477,10,35.547,27.1766142114871,10,2368,3.8792082319657,156.916666666667,36.5616,0.741363728820573,0.213740504460269
"JA",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig2","Shoot_length","Growth","mean_SD","mm/year","Ever_Shrub","Shrub","Ericaceae","Kalmia","procumbens","Kalmia_procumbens","Native",1.8,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,73.72,37.1584,"Site_F","","","",28.125,9.88211768802619,10,27.734,8.23457102707846,10,2368,3.8792082319657,156.916666666667,36.5616,0.0411665668974932,0.200042367155753
"KD",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Empetrum","nigrum","Empetrum_nigrum","Native",1.5,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,80.78333,44.22173,"Site_E","Leaf","Leaf","",138.542,288.228959613707,10,37.5,16.4691420541569,10,2368,3.8792082319657,156.916666666667,36.5616,0.473998215075631,0.205616857697372
"KD",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Kalmia","procumbens","Kalmia_procumbens","Native",1.5,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,73.72,37.1584,"Site_E","Leaf","Leaf","",25.521,9.88211768802619,10,17.708,14.8247576708694,10,2368,3.8792082319657,156.916666666667,36.5616,0.593901254042452,0.20881796748883
"KD",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Empetrum","nigrum","Empetrum_nigrum","Native",1.8,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,80.78333,44.22173,"Site_F","Leaf","Leaf","",30.412,13.0412330705344,10,31.959,14.6698060655211,10,2368,3.8792082319657,156.916666666667,36.5616,-0.106739208803762,0.200284831467401
"KD",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Kalmia","procumbens","Kalmia_procumbens","Native",1.8,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,73.72,37.1584,"Site_F","Leaf","Leaf","",12.887,8.14918953025391,10,21.649,11.4094977978875,10,2368,3.8792082319657,156.916666666667,36.5616,-0.846344592293749,0.217907479222622
"KD",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Empetrum","nigrum","Empetrum_nigrum","Native",1.5,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,80.78333,44.22173,"Site_E","Stem","Stem","",56.724,50.1600482455908,10,13.103,7.08666423643734,10,2368,3.8792082319657,156.916666666667,36.5616,1.16618169699848,0.233999493760357
"KD",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Kalmia","procumbens","Kalmia_procumbens","Native",1.5,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,73.72,37.1584,"Site_E","Stem","Stem","",10.69,4.3607808933722,10,4.655,3.81686913582323,10,2368,3.8792082319657,156.916666666667,36.5616,1.41034523368941,0.249726841954761
"KD",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Empetrum","nigrum","Empetrum_nigrum","Native",1.8,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,80.78333,44.22173,"Site_F","Stem","Stem","",11.525,4.28804850718832,10,10.169,3.21603638039124,10,2368,3.8792082319657,156.916666666667,36.5616,0.342618001477573,0.202934677373412
"KD",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Kalmia","procumbens","Kalmia_procumbens","Native",1.8,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,73.72,37.1584,"Site_F","Stem","Stem","",3.898,4.28804850718832,10,6.102,3.21603638039124,10,2368,3.8792082319657,156.916666666667,36.5616,-0.556880586472397,0.207752899689746
"JA",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Empetrum","nigrum","Empetrum_nigrum","Native",1.5,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,80.78333,44.22173,"Site_E","Total","Total","",193.651,128.46752994434,10,48.438,29.6463530640786,10,2368,3.8792082319657,156.916666666667,36.5616,1.49164564808193,0.255625168486044
"JA",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Kalmia","procumbens","Kalmia_procumbens","Native",1.5,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,73.72,37.1584,"Site_E","Total","Total","",35.375,7.41237883543468,10,21.094,10.4260294455751,10,2368,3.8792082319657,156.916666666667,36.5616,1.51191314279498,0.257147033783905
"JA",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Empetrum","nigrum","Empetrum_nigrum","Native",1.8,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,80.78333,44.22173,"Site_F","Total","Total","",40.769,14.5939114016771,10,38.462,9.7303283603381,10,2368,3.8792082319657,156.916666666667,36.5616,0.178127585126689,0.200793235914577
"JA",8,"Wada_2002_EnvironRes",1995,"Pub8_Fig3","Biomass_above","Biomass_above","mean_SD","mg","Ever_Shrub","Shrub","Ericaceae","Kalmia","procumbens","Kalmia_procumbens","Native",1.8,"GrowingSeason_average",2.17,"Yes",36.5616,137.6081,73.72,37.1584,"Site_F","Total","Total","",15.385,12.1621198810076,10,26.538,8.51285146117328,10,2368,3.8792082319657,156.916666666667,36.5616,-1.01746642843479,0.225880948324796
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid",NA,"","","_","",0.5,"GrowingSeason_average",11.25,"No",68.35,18.81667,NA,NA,"","","","",27.2,6.36867333123626,6,27.3,5.63382640840131,6,384,-0.963874995708466,36.3333333333333,68.35,-0.0153471534674096,0.333343147296648
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Decid_Shrub","Shrub",NA,"","","_","",0.5,"GrowingSeason_average",11.25,"No",68.35,18.81667,NA,NA,"","","","",28.7,9.06311204829776,6,18.1,4.65403051128804,6,384,-0.963874995708466,36.3333333333333,68.35,1.35770111018693,0.410139679358451
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub",NA,"","","_","",0.5,"GrowingSeason_average",11.25,"No",68.35,18.81667,NA,NA,"","","","",49.1,6.36867333123626,6,45,7.83836717690617,6,384,-0.963874995708466,36.3333333333333,68.35,0.529761942008232,0.345026988133347
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",0.5,"GrowingSeason_average",11.25,"No",68.35,18.81667,NA,NA,"","","","",13.7,10.777754868246,6,5.2,1.22474487139159,6,384,-0.963874995708466,36.3333333333333,68.35,1.02258987496314,0.37690375218238
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Pteridophyte","Pteridophyte",NA,"","","_","",0.5,"GrowingSeason_average",11.25,"No",68.35,18.81667,NA,NA,"","","","",2.8,1.46969384566991,6,2.3,0.979795897113271,6,384,-0.963874995708466,36.3333333333333,68.35,0.369393876623233,0.339018826503614
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Total","Total",NA,"","","_","",0.5,"GrowingSeason_average",11.25,"No",68.35,18.81667,NA,NA,"","","","",121.4,13.7171425595858,6,97.9,6.36867333123626,6,384,-0.963874995708466,36.3333333333333,68.35,2.02774236907037,0.504655796471797
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",0.5,"GrowingSeason_average",11.25,"No",68.35,18.81667,NA,NA,"","","","",26.5,9.06311204829776,6,18,8.08331615118449,6,384,-0.963874995708466,36.3333333333333,68.35,0.913375474272357,0.368093948208427
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",0.5,"GrowingSeason_average",11.25,"No",68.35,18.81667,NA,NA,"","","","",6.6,2.93938769133981,6,9.2,3.18433666561813,6,384,-0.963874995708466,36.3333333333333,68.35,-0.782929286311171,0.358874094473488
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid",NA,"","","_","",0.5,"GrowingSeason_average",13.25,"No",68.35,18.81667,NA,NA,"","","","",24.7,7.34846922834953,6,23.6,6.12372435695795,6,384,-0.963874995708466,36.3333333333333,68.35,0.150064899853605,0.334271644757003
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Decid_Shrub","Shrub",NA,"","","_","",0.5,"GrowingSeason_average",13.25,"No",68.35,18.81667,NA,NA,"","","","",32.7,15.6767343538123,6,26.2,5.38887743412299,6,384,-0.963874995708466,36.3333333333333,68.35,0.511684164904092,0.344242528525567
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub",NA,"","","_","",0.5,"GrowingSeason_average",13.25,"No",68.35,18.81667,NA,NA,"","","","",57.2,10.5328058939677,6,47,11.5126017910809,6,384,-0.963874995708466,36.3333333333333,68.35,0.853032366450464,0.363652675758837
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",0.5,"GrowingSeason_average",13.25,"No",68.35,18.81667,NA,NA,"","","","",14.5,9.55300999685439,6,5.4,1.46969384566991,6,384,-0.963874995708466,36.3333333333333,68.35,1.22862244648938,0.396229713167398
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Pteridophyte","Pteridophyte",NA,"","","_","",0.5,"GrowingSeason_average",13.25,"No",68.35,18.81667,NA,NA,"","","","",6.3,3.67423461417477,6,4.6,2.93938769133981,6,384,-0.963874995708466,36.3333333333333,68.35,0.471473294005716,0.342595294456692
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Total","Total",NA,"","","_","",0.5,"GrowingSeason_average",13.25,"No",68.35,18.81667,NA,NA,"","","","",135.3,23.0252035821619,6,106.8,14.9418874309774,6,384,-0.963874995708466,36.3333333333333,68.35,1.35495000941249,0.409828730333621
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",0.5,"GrowingSeason_average",13.25,"No",68.35,18.81667,NA,NA,"","","","",10.3,4.89897948556636,6,8.3,5.14392845984467,6,384,-0.963874995708466,36.3333333333333,68.35,0.367412017381376,0.338957982938177
"EP",9,"Valolahti_2015_GlobChangBiol",1999,"Pub9_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",0.5,"GrowingSeason_average",13.25,"No",68.35,18.81667,NA,NA,"","","","",3.5,2.93938769133981,6,7.5,5.14392845984467,6,384,-0.963874995708466,36.3333333333333,68.35,-0.881055806508502,0.365677472257598
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig6","SLA","Leaf_growth","mean_SD","cm^2/mg","Decid_Shrub","Shrub","Ericaceae","Arctous","alpina","Arctous_alpina","Native",1.3,"GrowingSeason_average",0.92,"Yes",43.55,142.8833,71.53611,27.98611,"","","","",0.089,0.007,6,0.087,0.008,6,1533,-0.802937626838684,113.833333333333,43.55,0.245520499251398,0.335845013148027
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig6","SLA","Leaf_growth","mean_SD","cm^2/mg","Decid_Shrub","Shrub","Ericaceae","Arctous","alpina","Arctous_alpina","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,71.53611,27.98611,"","","","",0.098,0.006,6,0.094,0.011,6,1533,-0.802937626838684,113.833333333333,43.55,0.4165883779259,0.340564411525956
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig6","SLA","Leaf_growth","mean_SD","cm^2/mg","Decid_Shrub","Shrub","Ericaceae","Vaccinium","uliginosum","Vaccinium_uliginosum","Native",1.3,"GrowingSeason_average",0.92,"Yes",43.55,142.8833,83.16667,39.61667,"","","","",0.123,0.014,6,0.114,0.012,6,1533,-0.802937626838684,113.833333333333,43.55,0.636942217490456,0.350237307850902
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig6","SLA","Leaf_growth","mean_SD","cm^2/mg","Decid_Shrub","Shrub","Ericaceae","Vaccinium","uliginosum","Vaccinium_uliginosum","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,83.16667,39.61667,"","","","",0.118,0.015,6,0.112,0.01,6,1533,-0.802937626838684,113.833333333333,43.55,0.434316725681051,0.34119295909193
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig6","Nitrogen_above","Nitrogen_above","mean_SD","percent","Decid_Shrub","Shrub","Ericaceae","Arctous","alpina","Arctous_alpina","Native",1.3,"GrowingSeason_average",0.92,"Yes",43.55,142.8833,71.53611,27.98611,"","Leaf","Leaf","",1.131,0.154,6,1.269,0.092,6,1533,-0.802937626838684,113.833333333333,43.55,-1.00388288740253,0.375324202150818
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig6","Nitrogen_above","Nitrogen_above","mean_SD","percent","Decid_Shrub","Shrub","Ericaceae","Arctous","alpina","Arctous_alpina","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,71.53611,27.98611,"","Leaf","Leaf","",0.244,0.051,6,0.403,0.04,6,1533,-0.802937626838684,113.833333333333,43.55,-3.20123656013188,0.760329813080209
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig6","Nitrogen_above","Nitrogen_above","mean_SD","percent","Decid_Shrub","Shrub","Ericaceae","Vaccinium","uliginosum","Vaccinium_uliginosum","Native",1.3,"GrowingSeason_average",0.92,"Yes",43.55,142.8833,83.16667,39.61667,"","Leaf","Leaf","",1.46,0.034,6,1.284,0.205,6,1533,-0.802937626838684,113.833333333333,43.55,1.10525707754312,0.384233050310798
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig6","Nitrogen_above","Nitrogen_above","mean_SD","percent","Decid_Shrub","Shrub","Ericaceae","Vaccinium","uliginosum","Vaccinium_uliginosum","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,83.16667,39.61667,"","Leaf","Leaf","",0.954,0.123,6,0.8,0.223,6,1533,-0.802937626838684,113.833333333333,43.55,0.789107060556916,0.359278748042532
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig7","SLA","Leaf_growth","mean_SD","cm^2/mg","Ever_Shrub","Shrub","Ericaceae","Vaccinium","vitis-idaea","Vaccinium_vitis-idaea","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,76.83,33.28,"","","","",0.072,0.006,12,0.073,0.008,12,1533,-0.802937626838684,113.833333333333,43.55,-0.136535341546376,0.167055039572733
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig7","SLA","Leaf_growth","mean_SD","cm^2/mg","Ever_Shrub","Shrub","Ericaceae","Vaccinium","vitis-idaea","Vaccinium_vitis-idaea","Native",1.3,"GrowingSeason_average",1.083,"Yes",43.55,142.8833,76.83,33.28,"","","","",0.067,0.005,6,0.061,0.006,6,1533,-0.802937626838684,113.833333333333,43.55,1.00249754439052,0.375208388604543
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig7","SLA","Leaf_growth","mean_SD","cm^2/mg","Ever_Shrub","Shrub","Ericaceae","Rhododendron","tomentosum","Rhododendron_tomentosum","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,75.37013,31.82013,"","","","",0.064,0.004,6,0.073,0.006,6,1533,-0.802937626838684,113.833333333333,43.55,-1.62868772130394,0.443859320563593
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig7","SLA","Leaf_growth","mean_SD","cm^2/mg","Ever_Shrub","Shrub","Ericaceae","Rhododendron","tomentosum","Rhododendron_tomentosum","Native",1.3,"GrowingSeason_average",1.083,"Yes",43.55,142.8833,75.37013,31.82013,"","","","",0.066,0.006,6,0.067,0.005,6,1533,-0.802937626838684,113.833333333333,43.55,-0.167082924065087,0.334496529313089
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig7","SLA","Leaf_growth","mean_SD","cm^2/mg","Ever_Shrub","Shrub","Ericaceae","Empetrum","nigrum","Empetrum_nigrum","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,80.78333,37.23333,"","","","",0.09,0.012,12,0.085,0.012,12,1533,-0.802937626838684,113.833333333333,43.55,0.40227110782943,0.170037959254048
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig7","Nitrogen_above","Nitrogen_above","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Vaccinium","vitis-idaea","Vaccinium_vitis-idaea","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,76.83,33.28,"","Leaf","Leaf","",0.973,0.027,12,1.14,0.212,12,1533,-0.802937626838684,113.833333333333,43.55,-1.0669198193722,0.190381622936859
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig7","Nitrogen_above","Nitrogen_above","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Vaccinium","vitis-idaea","Vaccinium_vitis-idaea","Native",1.3,"GrowingSeason_average",1.083,"Yes",43.55,142.8833,76.83,33.28,"","Leaf","Leaf","",0.78,0.095,6,0.716,0.149,6,1533,-0.802937626838684,113.833333333333,43.55,0.472627275056054,0.342640689213621
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig7","Nitrogen_above","Nitrogen_above","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Rhododendron","tomentosum","Rhododendron_tomentosum","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,75.37013,31.82013,"","Leaf","Leaf","",1.345,0.143,6,1.524,0.077,6,1533,-0.802937626838684,113.833333333333,43.55,-1.43823245123497,0.419521357657722
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig7","Nitrogen_above","Nitrogen_above","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Rhododendron","tomentosum","Rhododendron_tomentosum","Native",1.3,"GrowingSeason_average",1.083,"Yes",43.55,142.8833,75.37013,31.82013,"","Leaf","Leaf","",1.036,0.107,6,1.125,0.131,6,1533,-0.802937626838684,113.833333333333,43.55,-0.686638360203095,0.352978009904266
"JA",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig7","Nitrogen_above","Nitrogen_above","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Empetrum","nigrum","Empetrum_nigrum","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,80.78333,37.23333,"","Leaf","Leaf","",1.089,0.185,12,1.327,0.196,12,1533,-0.802937626838684,113.833333333333,43.55,-1.20567742978791,0.196951209681249
"KD",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig3","Phen_leaf_lifespan","Phen_leaf_lifespan","mean_SD","days","Decid_Shrub","Shrub","Ericaceae","Arctous","alpina","Arctous_alpina","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,71.53611,27.98611,"","Reproductive","Reproductive","",81.667,11.111,26,74.444,11.667,26,1533,-0.802937626838684,113.833333333333,43.55,0.624453468449436,0.0806725205217166
"KD",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig3","Phen_leaf_lifespan","Phen_leaf_lifespan","mean_SD","days","Decid_Shrub","Shrub","Ericaceae","Vaccinium","uliginosum","Vaccinium_uliginosum","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,83.16667,39.61667,"","Reproductive","Reproductive","",90.556,11.111,19,73.333,8.889,27,1533,-0.802937626838684,113.833333333333,43.55,1.71700478553302,0.12171324026205
"KD",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig3","Phen_leaf_lifespan","Phen_leaf_lifespan","mean_SD","days","Decid_Shrub","Shrub","Ericaceae","Arctous","alpina","Arctous_alpina","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,71.53611,27.98611,"","Vegetative","Vegetative","",86.667,19.444,13,83.333,7.222,13,1533,-0.802937626838684,113.833333333333,43.55,0.220125950295976,0.154777989115264
"KD",10,"Suzuki_1997_GlobChangBiol",1994,"Pub10_Fig3","Phen_leaf_lifespan","Phen_leaf_lifespan","mean_SD","days","Decid_Shrub","Shrub","Ericaceae","Vaccinium","uliginosum","Vaccinium_uliginosum","Native",1.3,"GrowingSeason_average",1,"Yes",43.55,142.8833,83.16667,39.61667,"","Vegetative","Vegetative","",85.556,13.333,17,70,12.22,9,1533,-0.802937626838684,113.833333333333,43.55,1.1612069112768,0.195865438422818
